px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1821	-2.92141	-2.85443	-2.02343	0.412906	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.742661
11.2413	-2.77772	-2.84701	-1.99334	0.422766	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.193822
11.2863	-2.60229	-2.89145	-1.94332	0.453847	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.573215
11.3129	-2.44607	-2.8648	-1.88497	0.503419	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	3.73673
11.2878	-2.2816	-2.8185	-1.79848	0.572701	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	2.66867
11.3269	-2.13362	-2.8196	-1.77925	0.550955	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	1.83864
11.3553	-1.97219	-2.84026	-1.74504	0.555407	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.0355582
11.374	-1.81731	-2.83826	-1.70849	0.563744	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.112345
11.3714	-1.66636	-2.81596	-1.66108	0.583248	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.237211
11.3581	-1.52197	-2.81286	-1.60728	0.617557	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	1.93003
11.3261	-1.37285	-2.81674	-1.54635	0.652966	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.710841
11.3068	-1.21627	-2.82002	-1.49662	0.672914	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.609461
11.2434	-1.10108	-2.71502	-1.42198	0.718236	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	1.81948
11.191	-0.961975	-2.73504	-1.3541	0.764155	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	3.5096
11.0915	-0.790019	-2.83237	-1.25872	0.831129	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	3.28694
11.0334	-0.642923	-2.83319	-1.20747	0.837057	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.352578
10.937	-0.520169	-2.79523	-1.12702	0.878389	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.972411
10.8617	-0.381593	-2.80956	-1.07175	0.889462	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.286419
10.7396	-0.287248	-2.74832	-0.976598	0.94508	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	1.71315
10.6324	-0.160149	-2.79727	-0.905488	0.97427	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	1.94707
10.4683	-0.0843515	-2.77042	-0.785199	1.05371	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	3.10097
10.3662	0.018953	-2.75398	-0.73377	1.04515	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	0.224408
10.2181	0.0522431	-2.66812	-0.622075	1.11026	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	2.28734
10.0851	0.13524	-2.69731	-0.553086	1.12096	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.441367
9.92332	0.142049	-2.63473	-0.430627	1.19327	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	2.52596
9.78022	0.199195	-2.66116	-0.359568	1.20022	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.310183
9.61022	0.166767	-2.60757	-0.221361	1.28527	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	3.30206
9.46073	0.194146	-2.63324	-0.147142	1.28965	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.270235
9.29209	0.189367	-2.66671	-0.0495376	1.32033	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.550077
9.14144	0.191518	-2.67816	0.0243554	1.32174	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0765507
8.97786	0.212256	-2.73753	0.0759216	1.29652	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.516193
8.84079	0.192474	-2.68265	0.149243	1.29833	8.90199	0.247143	8.85	0.25	-1.81847	0	0.74773
8.71876	0.203124	-2.63718	0.184877	1.25747	8.76016	0.263752	8.75	0.25	-1.81846	0	0.860222
8.56136	0.17515	-2.70624	0.249489	1.25228	8.46355	0.258809	8.55	0.25	-3.6326	0	1.18151
8.39553	0.179818	-2.75947	0.276705	1.20425	8.35367	0.252596	8.35	0.25	-3.6326	0	1.13888
8.24134	0.133821	-2.78575	0.34193	1.20302	8.05161	0.241868	8.2	0.25	-2.72841	0	0.416293
8.08309	0.145221	-2.7998	0.347279	1.13378	8.05411	0.247878	8.05	0.25	-2.72842	0	1.87566
7.93311	0.0884769	-2.81702	0.408445	1.1324	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.246936
7.77534	0.071487	-2.82984	0.425911	1.08153	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	1.03942
7.64044	0.00418508	-2.82526	0.484983	1.08081	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.260444
7.48702	-0.0245829	-2.82971	0.500867	1.03151	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.992043
7.34783	-0.0930582	-2.88307	0.543175	1.01945	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	0.928141
7.20558	-0.0919198	-2.85269	0.526259	0.941978	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	2.64361
7.08289	-0.175667	-2.81713	0.584845	0.951182	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0.425321
6.95589	-0.217752	-2.76594	0.602275	0.911084	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.81633
6.83582	-0.307808	-2.75394	0.655262	0.91529	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.0966349
6.73496	-0.379659	-2.69029	0.696081	0.904264	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.329833
6.63299	-0.478417	-2.66804	0.751919	0.912486	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.244459
6.53493	-0.574815	-2.64725	0.800835	0.911089	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0318074
6.45236	-0.686389	-2.60715	0.866533	0.933535	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	1.19023
6.39163	-0.853384	-2.64204	0.969927	0.993818	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	1.75329
6.33012	-0.967385	-2.62467	1.02994	1.00811	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.411988
6.28998	-1.14952	-2.70614	1.13606	1.07231	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	2.43915
6.24474	-1.27555	-2.69694	1.19693	1.0815	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.327124
6.2169	-1.41165	-2.69126	1.26858	1.10224	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.248018
6.18994	-1.54822	-2.69294	1.33854	1.1242	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0.751055
6.18583	-1.70676	-2.726	1.42401	1.15811	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.703034
6.18598	-1.8662	-2.7392	1.51027	1.19006	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	1.49185
6.23813	-2.0288	-2.72511	1.6269	1.25101	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	1.93989
6.26197	-2.17941	-2.72007	1.7038	1.25902	6.53066	-2.26346	6.35	-2.2	0	-2.72782	1.00435
6.31513	-2.33044	-2.71983	1.79865	1.28934	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.455752
6.34819	-2.46931	-2.70037	1.8626	1.27903	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0.23242
6.37593	-2.65868	-2.82011	1.91428	1.25525	6.34287	-2.73391	6.35	-2.75	0	-3.63689	1.11019
6.43647	-2.80455	-2.82725	1.98645	1.25912	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.0602324
6.47905	-2.99135	-2.9298	2.0268	1.22396	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	1.1065
6.55058	-3.12962	-2.91064	2.09063	1.21835	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.13839
6.59699	-3.29719	-2.95574	2.11828	1.17196	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.947641
6.68448	-3.43019	-2.93601	2.18168	1.16879	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.298546
6.7295	-3.59341	-2.95914	2.19401	1.10821	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.48438
6.82233	-3.71776	-2.93228	2.25178	1.1032	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.207105
6.85805	-3.89234	-2.95763	2.24038	1.01955	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.83295
6.95026	-4.00825	-2.9084	2.29114	1.01159	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0.657495
6.98098	-4.18067	-2.91138	2.26824	0.920456	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	3.42718
7.09324	-4.30525	-2.93654	2.32122	0.923826	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0.195251
7.14363	-4.47767	-2.95313	2.30325	0.843909	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.62972
7.24415	-4.58817	-2.91255	2.3464	0.839215	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.461055
7.27137	-4.76538	-2.89728	2.30427	0.736174	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	4.46359
7.36327	-4.86574	-2.85993	2.33919	0.732743	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0.398571
7.38607	-5.00083	-2.79667	2.30994	0.655103	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	3.16409
7.47872	-5.10122	-2.80888	2.34206	0.655325	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0.989145
7.52501	-5.2579	-2.82431	2.31085	0.579796	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.60159
7.61777	-5.36037	-2.75808	2.33969	0.574716	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	1.03486
7.66204	-5.50803	-2.72493	2.3105	0.502392	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.361
7.75312	-5.6091	-2.70045	2.3361	0.50015	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	1.42791
7.82138	-5.76486	-2.72882	2.31282	0.440126	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.51945
7.91719	-5.86857	-2.68357	2.33544	0.437231	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0.781439
7.9597	-6.00327	-2.63434	2.30502	0.372721	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.91736
8.0564	-6.10883	-2.64195	2.32547	0.373024	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0.280195
8.11746	-6.27113	-2.67737	2.28766	0.304692	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.92901
8.22214	-6.38693	-2.71101	2.30585	0.306859	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.271755
8.29501	-6.55597	-2.76962	2.27041	0.245866	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.68497
8.38744	-6.66673	-2.72962	2.28212	0.242902	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0.593189
8.42162	-6.80581	-2.67331	2.23952	0.177492	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.96532
8.50489	-6.91377	-2.6454	2.2477	0.175432	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.402843
8.5363	-7.07817	-2.64482	2.18936	0.0966815	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.42084
8.62451	-7.19915	-2.67101	2.1962	0.0991416	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0.302509
8.6887	-7.37719	-2.74809	2.15477	0.0453868	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.56416
8.77271	-7.50404	-2.73354	2.15622	0.0433418	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0.719781
8.8224	-7.63524	-2.69783	2.13262	0.01321	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.488349
8.90129	-7.76016	-2.7127	2.1343	0.0150254	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0.44303
8.97038	-7.91151	-2.74882	2.1152	-0.00777144	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.296613
9.04968	-8.03633	-2.78148	2.11741	-0.00433148	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.395435
9.09546	-8.18896	-2.81387	2.08237	-0.0444585	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.736179
9.16464	-8.31852	-2.7694	2.07633	-0.0501048	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0.860623
9.20153	-8.45295	-2.7253	2.04672	-0.0813465	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.599811
9.26891	-8.58516	-2.7243	2.04211	-0.0814361	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0138386
9.30323	-8.73622	-2.72142	2.00569	-0.118443	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.559101
9.36537	-8.87151	-2.72219	1.9992	-0.118308	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.00897017
9.3951	-9.0238	-2.72073	1.96238	-0.153442	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.504149
9.44871	-9.15162	-2.73644	1.95628	-0.150931	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.108847
9.47785	-9.31436	-2.79123	1.91866	-0.18569	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.7164
9.52892	-9.45811	-2.7918	1.90848	-0.185517	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.011966
9.56751	-9.62042	-2.82004	1.88344	-0.20274	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.17011
9.61071	-9.75495	-2.82722	1.87413	-0.201299	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.0503797
9.64068	-9.90948	-2.86193	1.84889	-0.21896	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.212496
9.67412	-10.042	-2.8399	1.83489	-0.223152	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.164778
9.72389	-10.1677	-2.82457	1.83775	-0.206677	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.127607
9.75949	-10.3127	-2.79261	1.82242	-0.213054	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0.478651
9.78529	-10.4577	-2.77598	1.80242	-0.222863	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.069837
9.82508	-10.6125	-2.80033	1.79383	-0.217947	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.222621
9.85547	-10.7593	-2.79111	1.78045	-0.219606	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00852411
9.88096	-10.8925	-2.77305	1.76699	-0.22354	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.141115
9.88805	-11.0378	-2.78424	1.73825	-0.244229	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.186997
9.90406	-11.1676	-2.763	1.72224	-0.248812	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.435191
9.89372	-11.3249	-2.79705	1.68096	-0.282831	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.562982
9.90698	-11.4625	-2.79678	1.66652	-0.282726	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.0753556
9.88935	-11.6197	-2.82798	1.62458	-0.315598	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.520538
9.88315	-11.7598	-2.75638	1.59404	-0.335642	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	1.84135
9.83529	-11.8917	-2.69468	1.53541	-0.383595	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	1.44673
9.82658	-12.0374	-2.67992	1.51136	-0.388677	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.221763
9.75285	-12.1733	-2.64581	1.43637	-0.452259	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	1.95841
9.72678	-12.3109	-2.6266	1.40665	-0.458894	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.186102
9.64514	-12.4584	-2.64376	1.33302	-0.515661	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	1.39938
9.59537	-12.582	-2.58703	1.2877	-0.540117	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	1.63625
9.48243	-12.6968	-2.55796	1.19442	-0.614846	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	2.72061
9.41742	-12.7952	-2.49569	1.14058	-0.64829	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	2.72528
9.24396	-12.8894	-2.51738	1.0017	-0.772247	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	7.65909
9.15128	-12.985	-2.47202	0.935787	-0.804885	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	2.33309
8.9893	-13.0541	-2.45588	0.812868	-0.896614	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	4.37604
8.88592	-13.1383	-2.4378	0.75013	-0.914577	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.768945
8.70252	-13.2046	-2.49668	0.623725	-1.00206	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	3.97123
8.57805	-13.2511	-2.47696	0.535922	-1.05471	8.27267	-12.996	8.4	-13.15	-2.99683	0	4.49615
8.39822	-13.2618	-2.50009	0.402333	-1.14802	8.25965	-13.1488	8.25	-13.15	-2.9968	0	4.75464
8.26334	-13.2998	-2.49273	0.326783	-1.1624	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.14985
8.06992	-13.3139	-2.57797	0.207384	-1.22516	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	2.50162
7.92889	-13.3379	-2.58434	0.137259	-1.23002	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.11289
7.72831	-13.3206	-2.68339	0.017303	-1.28889	7.62489	-13.249	7.65	-13.25	-2.7295	0	2.4291
7.59371	-13.3166	-2.68259	-0.0488894	-1.29052	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0496226
7.41724	-13.2881	-2.77485	-0.140669	-1.32055	7.3419	-13.2474	7.35	-13.25	-2.99994	0	1.13133
7.26277	-13.2557	-2.78956	-0.22046	-1.33032	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.182901
7.0908	-13.1982	-2.84595	-0.312907	-1.35179	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.483144
6.94372	-13.1408	-2.83977	-0.389878	-1.35305	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.413169
6.74227	-13.1093	-2.97949	-0.4293	-1.31171	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.80146
6.61267	-13.0492	-2.96561	-0.489797	-1.30537	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.159547
6.43324	-13.0011	-3.07379	-0.522342	-1.26724	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.29887
6.30577	-12.9345	-2.97608	-0.57404	-1.23908	6.27012	-13.1139	6.25	-13.05	-1.81729	0	3.4426
6.1567	-12.9178	-2.94085	-0.576435	-1.1638	6.14459	-13.0471	6.15	-13.05	-1.81729	0	2.69237
6.02591	-12.8295	-2.93468	-0.638124	-1.16136	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.0984541
5.88323	-12.7716	-2.92347	-0.664413	-1.1183	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.838568
5.77687	-12.6895	-2.88563	-0.714195	-1.10954	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.471244
5.62156	-12.6505	-2.91112	-0.707217	-1.03757	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.37433
5.52122	-12.5672	-2.85328	-0.751916	-1.02625	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0.973293
5.39252	-12.5299	-2.81656	-0.748289	-0.962183	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	2.2019
5.29382	-12.4365	-2.80387	-0.794386	-0.95954	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.10673
5.17398	-12.3702	-2.79315	-0.806737	-0.91755	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.880019
5.07769	-12.2723	-2.75043	-0.851113	-0.909818	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.08385
4.96611	-12.1879	-2.72451	-0.873334	-0.8769	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.56754
4.87773	-12.0774	-2.76279	-0.91869	-0.880666	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0.85203
4.77911	-11.9636	-2.7965	-0.953541	-0.869791	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.13669
4.70151	-11.8481	-2.78386	-0.997259	-0.869337	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0.24964
4.63265	-11.7372	-2.76381	-1.03929	-0.867638	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0377712
4.56272	-11.613	-2.79074	-1.08305	-0.86871	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0.287232
4.52513	-11.4772	-2.7783	-1.1497	-0.896508	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.332293
4.46662	-11.3404	-2.8172	-1.19527	-0.89766	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.362317
4.43448	-11.1853	-2.84727	-1.26261	-0.924514	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.391805
4.39798	-11.0465	-2.78704	-1.31548	-0.927034	4.43672	-11.0976	4.45	-11.05	0	1.8168	0.902653
4.3912	-10.9163	-2.71635	-1.38183	-0.945877	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.549264
4.36716	-10.7793	-2.72949	-1.42862	-0.94517	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0478608
4.38988	-10.6491	-2.68825	-1.50633	-0.981818	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.700248
4.39096	-10.5246	-2.63886	-1.56056	-0.989108	4.44716	-10.5583	4.45	-10.55	0	2.00041	0.702102
4.4139	-10.4093	-2.58883	-1.62488	-1.00721	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.381797
4.4235	-10.2787	-2.59278	-1.67506	-1.00698	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0261343
4.48136	-10.1431	-2.60155	-1.76235	-1.05058	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.8314
4.50989	-10.0014	-2.6188	-1.81618	-1.04473	4.56608	-10.005	4.55	-10	0	2.72717	0.21172
4.55303	-9.85513	-2.63933	-1.87723	-1.04875	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0369494
4.60006	-9.71679	-2.64268	-1.93438	-1.04824	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.0254435
4.68976	-9.56385	-2.70328	-2.01969	-1.08013	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.615722
4.74225	-9.43216	-2.74083	-2.0596	-1.06037	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0.851136
4.82412	-9.28685	-2.81358	-2.11865	-1.06674	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.403853
4.90585	-9.17515	-2.79695	-2.18071	-1.07912	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0.269789
5.00212	-9.05101	-2.83753	-2.24147	-1.08671	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.136472
5.08425	-8.93687	-2.85241	-2.28109	-1.06404	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	1.19514
5.16733	-8.7969	-2.91232	-2.30985	-1.03488	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.768804
5.28237	-8.68819	-2.90417	-2.37306	-1.04271	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0.228352
5.38639	-8.57689	-2.89224	-2.41887	-1.02926	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0914516
5.48098	-8.46887	-2.90214	-2.44548	-0.993443	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	1.77389
5.5757	-8.33431	-2.95524	-2.4582	-0.949704	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	1.25052
5.68398	-8.23356	-2.96048	-2.49343	-0.933863	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.622295
5.78387	-8.11407	-2.98301	-2.50852	-0.896405	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.81103
5.89178	-8.01591	-2.97844	-2.53231	-0.864971	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	1.3962
5.95444	-7.91817	-2.88903	-2.53278	-0.81429	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	1.92491
6.06303	-7.82658	-2.88386	-2.55698	-0.790489	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.878926
6.13327	-7.71607	-2.83471	-2.54846	-0.732991	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	2.04429
6.25527	-7.62391	-2.82733	-2.57645	-0.714666	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.508143
6.33324	-7.51403	-2.76087	-2.56943	-0.659006	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	1.96114
6.44127	-7.43049	-2.75821	-2.59112	-0.645962	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.16081
6.56095	-7.32011	-2.81578	-2.59608	-0.613183	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.793662
6.69344	-7.24147	-2.81534	-2.62886	-0.612118	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00623968
6.79801	-7.16593	-2.75416	-2.64707	-0.593431	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.435129
6.90712	-7.09275	-2.73193	-2.66025	-0.568581	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	1.02874
7.00269	-7.00777	-2.70604	-2.66032	-0.534425	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.701513
7.13555	-6.94148	-2.70484	-2.68975	-0.533892	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0241985
7.26645	-6.82274	-2.76186	-2.67587	-0.481996	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	1.50935
7.39364	-6.75123	-2.73749	-2.69045	-0.462288	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0.989018
7.50814	-6.63694	-2.74742	-2.66912	-0.406411	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	1.52746
7.63594	-6.56454	-2.73387	-2.68325	-0.394794	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.246689
7.72731	-6.48948	-2.65133	-2.68043	-0.365553	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.949937
7.8618	-6.42827	-2.6609	-2.70493	-0.372425	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.108842
7.97506	-6.36048	-2.62705	-2.71237	-0.357028	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.213787
8.07741	-6.296	-2.59015	-2.7121	-0.331804	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	1.38895
