px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.19756	-1.31482	-2.52322	1.46277	1.43592	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	21.4646
6.19374	-1.43579	-2.5059	1.533	1.43124	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	1.04863
6.20315	-1.69751	-2.80776	1.68124	1.51182	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	10.1051
6.23272	-1.84289	-2.81888	1.76931	1.52874	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	0.537072
6.28767	-2.06979	-3.03504	1.8877	1.57174	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	4.83604
6.34042	-2.21478	-2.99083	1.96371	1.55388	6.32593	-2.40018	6.35	-2.4	0	-2.72613	1.37026
6.38669	-2.43358	-3.17698	2.02596	1.52254	6.34927	-2.55175	6.35	-2.55	0	-2.72611	2.44933
6.46572	-2.58143	-3.15034	2.10519	1.5145	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.373855
6.51171	-2.77363	-3.24474	2.13602	1.45226	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	1.80475
6.58916	-2.89439	-3.17205	2.19766	1.43356	6.46536	-3.00452	6.45	-3	0	-2.99754	1.90532
6.59466	-3.07586	-3.22309	2.17679	1.32632	6.44119	-3.14955	6.45	-3.15	0	-2.99754	4.72382
6.69	-3.21004	-3.17928	2.24325	1.31619	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	0.578371
6.70397	-3.39549	-3.17957	2.22193	1.2087	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	4.80548
6.80666	-3.5264	-3.15479	2.28464	1.20337	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	0.229568
6.85961	-3.69875	-3.16044	2.28787	1.13109	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	2.19711
6.96797	-3.8186	-3.11088	2.34652	1.12435	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	0.680393
7.00105	-3.99144	-3.08143	2.32679	1.02962	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	4.0705
7.10681	-4.10175	-3.02336	2.37919	1.02267	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	0.847295
7.11958	-4.27166	-2.95523	2.34132	0.911971	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	6.01374
7.22141	-4.37461	-2.88187	2.388	0.905305	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	1.47199
7.2271	-4.51271	-2.75517	2.35653	0.808347	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	5.81354
7.32593	-4.60999	-2.71246	2.39871	0.804663	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	0.48037
7.32902	-4.77113	-2.63505	2.34647	0.689373	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	6.65496
7.43594	-4.87558	-2.65964	2.38501	0.690849	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	0.21512
7.45455	-5.04496	-2.62627	2.3303	0.580209	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	5.56871
7.54766	-5.14254	-2.59992	2.36075	0.578097	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	0.308931
7.57459	-5.32383	-2.60814	2.29845	0.466214	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	5.32157
7.67394	-5.43164	-2.61659	2.32446	0.466723	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.0683396
7.7246	-5.58659	-2.62253	2.28919	0.394672	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	2.1151
7.81348	-5.68874	-2.59818	2.30949	0.39273	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	0.236113
7.84388	-5.85649	-2.59758	2.25099	0.298698	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	3.49657
7.93409	-5.96265	-2.65031	2.26864	0.303191	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	1.08089
7.99485	-6.13133	-2.73006	2.22732	0.237662	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	2.25193
8.09314	-6.25433	-2.74549	2.24138	0.23879	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	0.396833
8.17557	-6.40335	-2.78432	2.22847	0.208666	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.455777
8.26248	-6.51807	-2.75765	2.23815	0.20627	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	0.258216
8.3161	-6.68146	-2.77817	2.19737	0.145949	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	1.37762
8.40116	-6.80063	-2.76471	2.20436	0.144739	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.182656
8.47306	-6.93717	-2.76517	2.19217	0.121499	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.20484
8.54757	-7.04404	-2.74388	2.19667	0.119507	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.225975
8.59726	-7.19012	-2.76598	2.16345	0.0743292	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	0.864178
8.6818	-7.31054	-2.81015	2.17002	0.0786907	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	0.602934
8.74952	-7.46982	-2.87838	2.144	0.0440673	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	0.873312
8.83333	-7.60085	-2.85329	2.14482	0.0412008	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	0.607043
8.89069	-7.74233	-2.83492	2.12305	0.0131005	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.359525
8.96409	-7.86204	-2.83491	2.1236	0.0131187	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.0327469
9.00839	-8.00491	-2.83947	2.09282	-0.0237408	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	0.568452
9.07067	-8.12635	-2.76905	2.08579	-0.0318632	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	1.28192
9.11345	-8.25441	-2.71896	2.06336	-0.0562875	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.487814
9.1814	-8.37771	-2.73833	2.06215	-0.0539821	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.0972985
9.21115	-8.51864	-2.73798	2.02565	-0.09379	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	0.684639
9.27171	-8.64908	-2.70554	2.01764	-0.0982966	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	0.368859
9.30248	-8.77916	-2.65853	1.98941	-0.125335	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.528705
9.37236	-8.91617	-2.7594	1.99262	-0.110645	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	3.2767
9.43313	-9.08297	-2.85337	1.9746	-0.125118	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.809329
9.48689	-9.21251	-2.83708	1.96677	-0.127801	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	0.178414
9.54104	-9.34645	-2.84414	1.95921	-0.129165	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.00481382
9.58788	-9.47151	-2.81379	1.94937	-0.13392	9.47534	-9.42627	9.55	-9.5	0	-3.00023	0.265263
9.60516	-9.62137	-2.82253	1.90931	-0.17357	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.658917
9.65762	-9.76083	-2.85128	1.90405	-0.168764	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.254673
9.68191	-9.91086	-2.86591	1.87351	-0.195057	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.295826
9.71856	-10.0515	-2.82063	1.85702	-0.203372	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	0.567108
9.75391	-10.1777	-2.76274	1.84655	-0.202701	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.267731
9.79694	-10.3172	-2.78147	1.83931	-0.19938	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.484826
9.80401	-10.4609	-2.78163	1.80333	-0.230272	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.406342
9.83499	-10.6061	-2.77635	1.78954	-0.231034	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.317764
9.86091	-10.7545	-2.77072	1.77195	-0.236823	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.0177619
9.88789	-10.9009	-2.75278	1.75647	-0.240912	9.88465	-10.9383	9.85	-10.9	0	-2.73074	0.188666
9.88519	-11.0478	-2.73156	1.71932	-0.269255	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.390883
9.90285	-11.1808	-2.72665	1.70494	-0.270324	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.0303296
9.89198	-11.3299	-2.74585	1.66552	-0.300838	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.411278
9.90593	-11.4688	-2.75383	1.65194	-0.29892	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.0378618
9.88495	-11.6167	-2.76754	1.60927	-0.331638	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.478721
9.8821	-11.7473	-2.71746	1.58368	-0.346456	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	1.61564
9.83531	-11.8716	-2.67741	1.52713	-0.393127	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	1.25265
9.82399	-11.9998	-2.66012	1.5037	-0.398269	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.153633
9.75608	-12.1419	-2.6777	1.43343	-0.457859	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	1.65643
9.73359	-12.2717	-2.65587	1.40538	-0.466864	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	0.680037
9.65391	-12.3862	-2.62026	1.33255	-0.525828	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	1.91067
9.60763	-12.4961	-2.55812	1.2885	-0.55187	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	1.95513
9.49791	-12.599	-2.53102	1.19535	-0.629769	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	3.20354
9.44079	-12.7222	-2.5151	1.15501	-0.638101	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.167743
9.32683	-12.8202	-2.48088	1.06551	-0.702718	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	2.21039
9.25445	-12.9169	-2.44107	1.01089	-0.733203	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	2.73485
9.06624	-13.0053	-2.50948	0.865439	-0.860243	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	8.13404
8.96283	-13.0932	-2.48214	0.798712	-0.887496	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	1.38376
8.79616	-13.1426	-2.4658	0.673421	-0.977485	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	4.12286
8.689	-13.2078	-2.45667	0.608258	-1.00114	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	0.926034
8.50718	-13.241	-2.51116	0.479548	-1.09212	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	4.44614
8.37024	-13.2882	-2.51286	0.396738	-1.12468	8.22926	-13.1698	8.2	-13.15	-2.72741	0	1.59487
8.1699	-13.279	-2.5527	0.248606	-1.22462	8.03583	-13.1513	8.05	-13.15	-2.72742	0	5.13511
8.02218	-13.2945	-2.55868	0.162083	-1.24935	7.82914	-13.0525	7.9	-13.15	-2.72986	0	1.2887
7.8419	-13.2643	-2.59095	0.0344046	-1.31735	7.76538	-13.1647	7.75	-13.15	-2.72986	0	2.37244
7.72033	-13.2695	-2.56646	-0.0206969	-1.3005	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	0.738402
7.5389	-13.2618	-2.69377	-0.10279	-1.31808	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	1.32805
7.38977	-13.2346	-2.69352	-0.181317	-1.32389	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.541255
7.21251	-13.2166	-2.7805	-0.245212	-1.31249	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.524688
7.07023	-13.1649	-2.8078	-0.325063	-1.33022	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	0.957631
6.90461	-13.129	-2.89296	-0.378284	-1.31406	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.569976
6.76487	-13.0739	-2.87037	-0.442562	-1.30369	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.331257
6.59784	-13.0268	-2.92481	-0.487088	-1.27225	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.544843
6.46933	-12.9606	-2.86254	-0.545368	-1.25389	6.40137	-13.0799	6.4	-13.05	-2.72678	0	1.47389
6.3045	-12.942	-2.88576	-0.548912	-1.17917	6.26174	-13.0534	6.25	-13.05	-2.72678	0	2.31732
6.17862	-12.8653	-2.847	-0.606537	-1.16849	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.499402
6.00565	-12.84	-2.88178	-0.600944	-1.08901	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	2.64564
5.88641	-12.752	-2.90752	-0.658059	-1.09442	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	0.426333
5.72478	-12.69	-2.97567	-0.670557	-1.04623	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	1.26135
5.60449	-12.5916	-2.93151	-0.723834	-1.03779	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	1.02534
5.46466	-12.5449	-2.88991	-0.7272	-0.975639	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	1.9509
5.34821	-12.4352	-2.89759	-0.78148	-0.976877	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	0.0308369
5.19302	-12.3763	-2.89916	-0.775973	-0.907995	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	2.03449
5.08588	-12.2696	-2.87237	-0.822607	-0.903181	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.201219
4.95951	-12.1885	-2.85306	-0.837665	-0.86268	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.756618
4.86402	-12.0746	-2.86763	-0.883066	-0.865379	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.197239
4.76783	-11.9996	-2.81735	-0.900031	-0.834291	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.714048
4.67433	-11.8765	-2.82104	-0.945859	-0.834467	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.0349258
4.60903	-11.7465	-2.78953	-1.00695	-0.852394	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.199793
4.5348	-11.623	-2.7488	-1.05241	-0.849766	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	0.485211
4.49624	-11.5186	-2.64678	-1.10682	-0.85913	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.87955
4.42999	-11.3842	-2.73816	-1.15008	-0.860923	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	2.69471
4.402	-11.2196	-2.78584	-1.22878	-0.902975	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	1.00782
4.3597	-11.0814	-2.73714	-1.28031	-0.905002	4.43713	-11.024	4.45	-11.05	0	1.81614	0.853823
4.3705	-10.9327	-2.69172	-1.36992	-0.952441	4.45136	-10.93	4.45	-10.95	0	1.81612	1.06196
4.34529	-10.7886	-2.68909	-1.4222	-0.95229	4.44745	-10.786	4.45	-10.8	0	2.72555	0.0167491
4.37721	-10.642	-2.64982	-1.51518	-1.00047	4.45788	-10.6457	4.45	-10.65	0	2.72554	1.05496
4.37463	-10.501	-2.64046	-1.57025	-1.0006	4.46329	-10.5756	4.45	-10.5	0	2.729	0.127279
4.40239	-10.349	-2.64635	-1.64693	-1.02595	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.256497
4.41878	-10.2077	-2.6386	-1.70407	-1.02684	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.0522443
4.48316	-10.0556	-2.65354	-1.79718	-1.06934	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.732883
4.52007	-9.9174	-2.65258	-1.85514	-1.06787	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.157996
4.59311	-9.76711	-2.68615	-1.93809	-1.0956	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.374828
4.64143	-9.6184	-2.72626	-1.98659	-1.0796	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	0.761327
4.72168	-9.47449	-2.75531	-2.05815	-1.09331	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.12747
4.79667	-9.34574	-2.75275	-2.11813	-1.0925	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.123623
4.90746	-9.18861	-2.8463	-2.19314	-1.10877	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.688254
4.98942	-9.06979	-2.85752	-2.24272	-1.10124	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.167943
5.0662	-8.95759	-2.84838	-2.28488	-1.08646	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.108426
5.16822	-8.84126	-2.85187	-2.33827	-1.07623	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	0.370789
5.27758	-8.69721	-2.92023	-2.37942	-1.0548	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.602972
5.38273	-8.59676	-2.92273	-2.42771	-1.04839	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0595234
5.47906	-8.47755	-2.9488	-2.45516	-1.01921	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.527806
5.6021	-8.37593	-2.94694	-2.50351	-1.00666	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	0.405751
5.65953	-8.27244	-2.8364	-2.50775	-0.947581	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	2.48378
5.77426	-8.17023	-2.83538	-2.5404	-0.92008	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	1.10898
5.8867	-8.03852	-2.87772	-2.55162	-0.873863	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	1.26073
6.00952	-7.94396	-2.87163	-2.58446	-0.851781	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.700704
6.11486	-7.81766	-2.88166	-2.58574	-0.798272	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	1.52125
6.239	-7.72635	-2.87022	-2.61275	-0.773477	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.901805
6.33239	-7.61247	-2.83406	-2.60933	-0.719315	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	1.64514
6.4582	-7.52816	-2.82156	-2.63565	-0.699557	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.616524
6.5417	-7.42474	-2.7544	-2.62909	-0.646364	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	1.83627
6.65161	-7.34768	-2.74578	-2.64799	-0.629819	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1.0721
6.77018	-7.23435	-2.80092	-2.64231	-0.585974	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	1.25112
6.88542	-7.14541	-2.7674	-2.6476	-0.546814	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	2.56905
6.96422	-7.03186	-2.7016	-2.62309	-0.481831	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	2.65998
7.09227	-6.95877	-2.69917	-2.64759	-0.479048	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0143177
7.20201	-6.84015	-2.71234	-2.62821	-0.424937	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	1.53316
7.32169	-6.76123	-2.68965	-2.63762	-0.403375	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	0.912763
7.41846	-6.64489	-2.67389	-2.61169	-0.346478	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	1.71505
7.53892	-6.58118	-2.68761	-2.63606	-0.358468	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	0.486978
7.65818	-6.49775	-2.71313	-2.63993	-0.34197	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.178363
7.78272	-6.42241	-2.70235	-2.65145	-0.332312	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.2388
7.89076	-6.35721	-2.64878	-2.66281	-0.324033	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.242364
8.01887	-6.2908	-2.64441	-2.67886	-0.321107	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.0299039
8.14699	-6.19679	-2.67347	-2.67244	-0.292847	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.425276
8.25562	-6.13118	-2.64735	-2.67509	-0.275134	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	0.649852
8.36348	-6.02701	-2.67465	-2.64966	-0.229172	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	1.11252
8.49626	-5.95974	-2.68616	-2.66634	-0.236264	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	0.226065
8.64006	-5.88096	-2.72613	-2.67482	-0.230971	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.112812
8.76485	-5.81002	-2.69924	-2.67723	-0.214953	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	0.655324
8.88408	-5.70649	-2.71101	-2.65453	-0.174546	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.776426
8.99781	-5.64072	-2.69093	-2.65601	-0.162836	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	0.430015
9.09595	-5.53312	-2.69537	-2.62115	-0.112542	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	1.28517
9.21912	-5.4564	-2.69505	-2.62444	-0.111488	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	0.870423
9.34717	-5.36176	-2.71832	-2.61361	-0.0916942	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.206775
9.4644	-5.28147	-2.6876	-2.60654	-0.0736543	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	0.720339
9.57898	-5.17848	-2.69386	-2.58435	-0.0430165	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.446439
9.70095	-5.09941	-2.67855	-2.58186	-0.0342572	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	0.454947
9.80282	-4.98792	-2.67178	-2.54908	0.006181	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.805594
9.91757	-4.90307	-2.65136	-2.54093	0.0184491	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.425145
10.0095	-4.79238	-2.62919	-2.50663	0.0572589	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.807284
10.1111	-4.70082	-2.59803	-2.48971	0.0767333	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.810996
10.1981	-4.55234	-2.62743	-2.42867	0.142577	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	2.09831
10.2949	-4.45271	-2.60477	-2.40944	0.158197	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.534089
10.392	-4.28173	-2.6938	-2.34387	0.223613	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	2.38681
10.5005	-4.1776	-2.7046	-2.3376	0.215151	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	0.135533
10.5832	-4.02207	-2.74247	-2.28294	0.264585	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	1.21157
10.681	-3.9076	-2.74297	-2.26867	0.264255	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.000948663
10.772	-3.77534	-2.76176	-2.24115	0.279206	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.121114
10.8542	-3.65214	-2.74234	-2.21331	0.297677	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	0.615349
10.9116	-3.50471	-2.73695	-2.16175	0.338553	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.832543
10.9894	-3.39173	-2.74407	-2.14968	0.330057	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	0.325297
11.0586	-3.22977	-2.82344	-2.10458	0.36283	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.913044
11.1287	-3.09302	-2.81245	-2.07555	0.376497	11.1178	-2.98807	11.1	-3	0.907725	2.72317	0.336619
